Country Name,Country Code,Series Name,Series Code,2015 [YR2015]
Virgin Islands (U.S.),VIR,Income share held by lowest 20%,SI.DST.FRST.20,..
Virgin Islands (U.S.),VIR,Income share held by second 20%,SI.DST.02ND.20,..
Virgin Islands (U.S.),VIR,Income share held by third 20%,SI.DST.03RD.20,..
Virgin Islands (U.S.),VIR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,83.1
Virgin Islands (U.S.),VIR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,76.8
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.8731707317073
Virgin Islands (U.S.),VIR,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,..
Virgin Islands (U.S.),VIR,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,..
Virgin Islands (U.S.),VIR,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,..
Virgin Islands (U.S.),VIR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,47.929
Virgin Islands (U.S.),VIR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,74.231
Virgin Islands (U.S.),VIR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Virgin Islands (U.S.),VIR,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,..
Virgin Islands (U.S.),VIR,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,..
Virgin Islands (U.S.),VIR,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,..
Virgin Islands (U.S.),VIR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..
Virgin Islands (U.S.),VIR,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,..
Virgin Islands (U.S.),VIR,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,..
Virgin Islands (U.S.),VIR,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,..
Virgin Islands (U.S.),VIR,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,..
Virgin Islands (U.S.),VIR,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,..
Virgin Islands (U.S.),VIR,Number of infant deaths,SH.DTH.IMRT,..
Virgin Islands (U.S.),VIR,Number of neonatal deaths,SH.DTH.NMRT,..
Virgin Islands (U.S.),VIR,Number of under-five deaths,SH.DTH.MORT,..
Virgin Islands (U.S.),VIR,"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,..
Virgin Islands (U.S.),VIR,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,..
Virgin Islands (U.S.),VIR,"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,..
Virgin Islands (U.S.),VIR,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,..
Virgin Islands (U.S.),VIR,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,..
Virgin Islands (U.S.),VIR,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,..
Virgin Islands (U.S.),VIR,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,..
Virgin Islands (U.S.),VIR,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,..
Virgin Islands (U.S.),VIR,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..
Virgin Islands (U.S.),VIR,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,..
Virgin Islands (U.S.),VIR,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,..
Virgin Islands (U.S.),VIR,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,..
Virgin Islands (U.S.),VIR,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,..
Virgin Islands (U.S.),VIR,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,..
Virgin Islands (U.S.),VIR,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,..
Virgin Islands (U.S.),VIR,"Primary education, pupils",SE.PRM.ENRL,..
Virgin Islands (U.S.),VIR,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,..
Virgin Islands (U.S.),VIR,Progression to secondary school (%),SE.SEC.PROG.ZS,..
Virgin Islands (U.S.),VIR,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,..
Virgin Islands (U.S.),VIR,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,..
Virgin Islands (U.S.),VIR,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,..
Virgin Islands (U.S.),VIR,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,..
Virgin Islands (U.S.),VIR,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,..
Virgin Islands (U.S.),VIR,Rail lines (total route-km),IS.RRS.TOTL.KM,..
Virgin Islands (U.S.),VIR,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..
Virgin Islands (U.S.),VIR,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,..
Virgin Islands (U.S.),VIR,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,..
Virgin Islands (U.S.),VIR,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,..
Virgin Islands (U.S.),VIR,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,..
Virgin Islands (U.S.),VIR,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,..
Virgin Islands (U.S.),VIR,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,..
Virgin Islands (U.S.),VIR,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,..
Virgin Islands (U.S.),VIR,"School enrollment, primary (% gross)",SE.PRM.ENRR,..
Virgin Islands (U.S.),VIR,"School enrollment, primary (% net)",SE.PRM.NENR,..
Virgin Islands (U.S.),VIR,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..
Virgin Islands (U.S.),VIR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..
Virgin Islands (U.S.),VIR,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,..
Virgin Islands (U.S.),VIR,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,..
Virgin Islands (U.S.),VIR,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,..
Virgin Islands (U.S.),VIR,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,..
Virgin Islands (U.S.),VIR,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,..
Virgin Islands (U.S.),VIR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Virgin Islands (U.S.),VIR,"School enrollment, secondary (% net)",SE.SEC.NENR,..
Virgin Islands (U.S.),VIR,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,..
Virgin Islands (U.S.),VIR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Virgin Islands (U.S.),VIR,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..
Virgin Islands (U.S.),VIR,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Virgin Islands (U.S.),VIR,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,..
Virgin Islands (U.S.),VIR,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,..
Virgin Islands (U.S.),VIR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..
Virgin Islands (U.S.),VIR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,..
Virgin Islands (U.S.),VIR,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,..
Virgin Islands (U.S.),VIR,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,..
Virgin Islands (U.S.),VIR,"Secondary education, general pupils",SE.SEC.ENRL.GC,..
Virgin Islands (U.S.),VIR,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,..
Virgin Islands (U.S.),VIR,"Secondary education, pupils",SE.SEC.ENRL,..
Virgin Islands (U.S.),VIR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,..
Virgin Islands (U.S.),VIR,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,..
Virgin Islands (U.S.),VIR,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,..
Virgin Islands (U.S.),VIR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Virgin Islands (U.S.),VIR,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.30344
Virgin Islands (U.S.),VIR,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,86.17178
Virgin Islands (U.S.),VIR,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,..
West Bank and Gaza,PSE,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,92.25368
West Bank and Gaza,PSE,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,92.6995
West Bank and Gaza,PSE,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,91.82599
West Bank and Gaza,PSE,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,12.19363
West Bank and Gaza,PSE,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,10.49028
West Bank and Gaza,PSE,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,13.82821
West Bank and Gaza,PSE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..
West Bank and Gaza,PSE,"Air transport, passengers carried",IS.AIR.PSGR,..
West Bank and Gaza,PSE,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,..
West Bank and Gaza,PSE,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,..
West Bank and Gaza,PSE,Children out of school (% of primary school age),SE.PRM.UNER.ZS,7.74632
West Bank and Gaza,PSE,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,7.3005
West Bank and Gaza,PSE,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,8.17401
West Bank and Gaza,PSE,"Children out of school, primary",SE.PRM.UNER,36969
West Bank and Gaza,PSE,"Children out of school, primary, female",SE.PRM.UNER.FE,17059
West Bank and Gaza,PSE,"Children out of school, primary, male",SE.PRM.UNER.MA,19910
West Bank and Gaza,PSE,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),SP.DTH.INFR.ZS,..
West Bank and Gaza,PSE,Completeness of total death reporting (% of reported total deaths to estimated total deaths),SP.DTH.REPT.ZS,..
West Bank and Gaza,PSE,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..
West Bank and Gaza,PSE,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,..
West Bank and Gaza,PSE,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..
West Bank and Gaza,PSE,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,..
West Bank and Gaza,PSE,GINI index (World Bank estimate),SI.POV.GINI,..
West Bank and Gaza,PSE,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,94.86668
West Bank and Gaza,PSE,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,94.54091
West Bank and Gaza,PSE,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,94.7004
West Bank and Gaza,PSE,Income share held by fourth 20%,SI.DST.04TH.20,..
West Bank and Gaza,PSE,Income share held by highest 10%,SI.DST.10TH.10,..
West Bank and Gaza,PSE,Income share held by highest 20%,SI.DST.05TH.20,..
West Bank and Gaza,PSE,Income share held by lowest 10%,SI.DST.FRST.10,..
West Bank and Gaza,PSE,Income share held by lowest 20%,SI.DST.FRST.20,..
West Bank and Gaza,PSE,Income share held by second 20%,SI.DST.02ND.20,..
West Bank and Gaza,PSE,Income share held by third 20%,SI.DST.03RD.20,..
West Bank and Gaza,PSE,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.124
West Bank and Gaza,PSE,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.122
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.0741951219512
West Bank and Gaza,PSE,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,..
West Bank and Gaza,PSE,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,..
West Bank and Gaza,PSE,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,..
West Bank and Gaza,PSE,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,96.622
West Bank and Gaza,PSE,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,140.83
West Bank and Gaza,PSE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,18
West Bank and Gaza,PSE,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,16.6
West Bank and Gaza,PSE,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,19.4
West Bank and Gaza,PSE,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,11.8
West Bank and Gaza,PSE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,21.1
West Bank and Gaza,PSE,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,19.3
West Bank and Gaza,PSE,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,22.9
West Bank and Gaza,PSE,Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,..
West Bank and Gaza,PSE,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,..
West Bank and Gaza,PSE,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,..
West Bank and Gaza,PSE,Number of infant deaths,SH.DTH.IMRT,2705
West Bank and Gaza,PSE,Number of neonatal deaths,SH.DTH.NMRT,1771
West Bank and Gaza,PSE,Number of under-five deaths,SH.DTH.MORT,3145
West Bank and Gaza,PSE,"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,2.01363
West Bank and Gaza,PSE,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,1.55753
West Bank and Gaza,PSE,"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,2.45066
West Bank and Gaza,PSE,"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,..
West Bank and Gaza,PSE,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,..
West Bank and Gaza,PSE,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,..
West Bank and Gaza,PSE,"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,..
West Bank and Gaza,PSE,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,..
West Bank and Gaza,PSE,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,..
West Bank and Gaza,PSE,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,..
West Bank and Gaza,PSE,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,..
West Bank and Gaza,PSE,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,..
West Bank and Gaza,PSE,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..
West Bank and Gaza,PSE,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..
West Bank and Gaza,PSE,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..
West Bank and Gaza,PSE,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..
West Bank and Gaza,PSE,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,..
West Bank and Gaza,PSE,"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,..
West Bank and Gaza,PSE,"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,..
West Bank and Gaza,PSE,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..
West Bank and Gaza,PSE,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,..
West Bank and Gaza,PSE,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,..
West Bank and Gaza,PSE,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..
West Bank and Gaza,PSE,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..
West Bank and Gaza,PSE,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,..
West Bank and Gaza,PSE,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,..
West Bank and Gaza,PSE,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,..
West Bank and Gaza,PSE,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,..
West Bank and Gaza,PSE,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,..
West Bank and Gaza,PSE,"Primary education, pupils",SE.PRM.ENRL,450182
West Bank and Gaza,PSE,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,48.93243
West Bank and Gaza,PSE,Progression to secondary school (%),SE.SEC.PROG.ZS,..
West Bank and Gaza,PSE,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,..
West Bank and Gaza,PSE,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,..
West Bank and Gaza,PSE,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,..
West Bank and Gaza,PSE,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,..
West Bank and Gaza,PSE,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,..
West Bank and Gaza,PSE,Rail lines (total route-km),IS.RRS.TOTL.KM,..
West Bank and Gaza,PSE,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..
West Bank and Gaza,PSE,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,..
West Bank and Gaza,PSE,"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,0.19021
West Bank and Gaza,PSE,"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,0.2201
West Bank and Gaza,PSE,"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,0.20547
West Bank and Gaza,PSE,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,52.22792
West Bank and Gaza,PSE,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,51.73308
West Bank and Gaza,PSE,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,52.70249
West Bank and Gaza,PSE,"School enrollment, primary (% gross)",SE.PRM.ENRR,94.32913
West Bank and Gaza,PSE,"School enrollment, primary (% net)",SE.PRM.NENR,90.1797
West Bank and Gaza,PSE,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99882
West Bank and Gaza,PSE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.05889
West Bank and Gaza,PSE,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,94.27224
West Bank and Gaza,PSE,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,90.63462
West Bank and Gaza,PSE,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,94.38371
West Bank and Gaza,PSE,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,89.74328
West Bank and Gaza,PSE,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,13.28152
West Bank and Gaza,PSE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,82.99623
West Bank and Gaza,PSE,"School enrollment, secondary (% net)",SE.SEC.NENR,80.95139
West Bank and Gaza,PSE,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.09823
West Bank and Gaza,PSE,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,86.96518
West Bank and Gaza,PSE,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,84.63517
West Bank and Gaza,PSE,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,79.18657
West Bank and Gaza,PSE,"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,77.41546
West Bank and Gaza,PSE,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,6.98087
West Bank and Gaza,PSE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,44.28322
West Bank and Gaza,PSE,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1.57502
West Bank and Gaza,PSE,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,54.40734
West Bank and Gaza,PSE,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,34.54384
West Bank and Gaza,PSE,"Secondary education, general pupils",SE.SEC.ENRL.GC,718563
West Bank and Gaza,PSE,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.47412
West Bank and Gaza,PSE,"Secondary education, pupils",SE.SEC.ENRL,721414
West Bank and Gaza,PSE,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.31811
West Bank and Gaza,PSE,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,2851
West Bank and Gaza,PSE,"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,11.99579
West Bank and Gaza,PSE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,1.8
West Bank and Gaza,PSE,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,83.42434
West Bank and Gaza,PSE,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,75.90042
West Bank and Gaza,PSE,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,..
World,WLD,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..
World,WLD,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..
World,WLD,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..
World,WLD,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..
World,WLD,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..
World,WLD,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..
World,WLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,188000.19576191
World,WLD,"Air transport, passengers carried",IS.AIR.PSGR,3440862893.06978
World,WLD,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,32960402.2752234
World,WLD,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,4.06439931187293
World,WLD,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..
World,WLD,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..
World,WLD,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..
World,WLD,"Children out of school, primary",SE.PRM.UNER,..
World,WLD,"Children out of school, primary, female",SE.PRM.UNER.FE,..
World,WLD,"Children out of school, primary, male",SE.PRM.UNER.MA,..
World,WLD,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),SP.DTH.INFR.ZS,..
World,WLD,Completeness of total death reporting (% of reported total deaths to estimated total deaths),SP.DTH.REPT.ZS,..
World,WLD,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..
World,WLD,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,..
World,WLD,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,90.218834081709
World,WLD,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,..
World,WLD,GINI index (World Bank estimate),SI.POV.GINI,..
World,WLD,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,..
World,WLD,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,..
World,WLD,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,..
World,WLD,Income share held by fourth 20%,SI.DST.04TH.20,..
World,WLD,Income share held by highest 10%,SI.DST.10TH.10,..
World,WLD,Income share held by highest 20%,SI.DST.05TH.20,..
World,WLD,Income share held by lowest 10%,SI.DST.FRST.10,..
World,WLD,Income share held by lowest 20%,SI.DST.FRST.20,..
World,WLD,Income share held by second 20%,SI.DST.02ND.20,..
World,WLD,Income share held by third 20%,SI.DST.03RD.20,..
World,WLD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.8334888054428
World,WLD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,69.6121285648193
